profile_idx,phase,tool,dataset,orig_Age,cf_Age,changed_Age,orig_Sex,cf_Sex,changed_Sex,orig_Job,cf_Job,changed_Job,orig_Housing,cf_Housing,changed_Housing,orig_Credit_Amount,cf_Credit_Amount,changed_Credit_Amount,orig_Duration_Months,cf_Duration_Months,changed_Duration_Months,orig_Saving_Account,cf_Saving_Account,changed_Saving_Account,orig_Checking_Account,cf_Checking_Account,changed_Checking_Account,orig_Num_Credits,cf_Num_Credits,changed_Num_Credits,model,orig_Education,cf_Education,changed_Education,orig_Marriage,cf_Marriage,changed_Marriage,orig_Credit_Limit,cf_Credit_Limit,changed_Credit_Limit,orig_Bill_Amt1,cf_Bill_Amt1,changed_Bill_Amt1,orig_Pay_Amt1,cf_Pay_Amt1,changed_Pay_Amt1,orig_Pay_Status1,cf_Pay_Status1,changed_Pay_Status1,orig_Utilization_Ratio,cf_Utilization_Ratio,changed_Utilization_Ratio
10,1,DiCE,German_Credit,24.0,62.7,True,1.0,1.0,False,2.0,2.0,False,2.0,2.0,False,9629.0,9629.0,False,36.0,36.0,False,0.0,0.0,False,0.0,0.0,False,2.0,2.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
11,1,DiCE,German_Credit,26.0,26.0,False,1.0,1.0,False,3.0,0.4,True,2.0,2.0,False,4463.0,4463.0,False,36.0,36.0,False,0.0,1.0,True,0.0,0.0,False,2.0,2.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
11,1,DiCE,German_Credit,26.0,26.0,False,1.0,1.0,False,3.0,3.0,False,2.0,2.0,False,4463.0,6247.6,True,36.0,36.0,False,0.0,2.3,True,0.0,0.0,False,2.0,2.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
11,1,DiCE,German_Credit,26.0,26.0,False,1.0,1.0,False,3.0,3.0,False,2.0,2.0,False,4463.0,4463.0,False,36.0,32.6,True,0.0,0.0,False,0.0,0.0,False,2.0,2.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
11,1,DiCE,German_Credit,26.0,26.0,False,1.0,1.0,False,3.0,3.0,False,2.0,2.1,True,4463.0,269.4,True,36.0,36.0,False,0.0,0.0,False,0.0,0.0,False,2.0,2.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
11,1,DiCE,German_Credit,26.0,26.0,False,1.0,1.0,False,3.0,3.0,False,2.0,2.0,False,4463.0,5596.0,True,36.0,36.0,False,0.0,0.0,False,0.0,0.0,False,2.0,2.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
12,1,DiCE,German_Credit,30.0,39.0,True,0.0,0.0,False,3.0,3.0,False,2.0,2.0,False,5096.0,5096.0,False,48.0,48.0,False,0.0,0.0,False,1.0,1.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
12,1,DiCE,German_Credit,30.0,30.0,False,0.0,0.0,False,3.0,3.0,False,2.0,2.0,False,5096.0,5096.0,False,48.0,11.9,True,0.0,0.0,False,1.0,1.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
12,1,DiCE,German_Credit,30.0,30.0,False,0.0,0.1,True,3.0,1.5,True,2.0,2.0,False,5096.0,5096.0,False,48.0,48.0,False,0.0,0.0,False,1.0,1.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
12,1,DiCE,German_Credit,30.0,44.3,True,0.0,0.0,False,3.0,3.0,False,2.0,2.0,False,5096.0,5096.0,False,48.0,48.0,False,0.0,0.0,False,1.0,1.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
12,1,DiCE,German_Credit,30.0,30.0,False,0.0,0.0,False,3.0,1.2,True,2.0,2.0,False,5096.0,5096.0,False,48.0,48.0,False,0.0,0.0,False,1.0,1.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
13,1,DiCE,German_Credit,26.0,26.0,False,1.0,1.0,False,1.0,1.0,False,2.0,2.0,False,625.0,625.0,False,12.0,12.0,False,0.0,2.2,True,1.0,0.5,True,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
13,1,DiCE,German_Credit,26.0,69.4,True,1.0,1.0,False,1.0,1.0,False,2.0,2.0,False,625.0,625.0,False,12.0,12.0,False,0.0,0.0,False,1.0,1.7,True,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
13,1,DiCE,German_Credit,26.0,26.0,False,1.0,1.0,False,1.0,1.0,False,2.0,2.0,False,625.0,8006.9,True,12.0,12.0,False,0.0,0.0,False,1.0,1.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
13,1,DiCE,German_Credit,26.0,59.4,True,1.0,1.0,False,1.0,2.6,True,2.0,2.0,False,625.0,625.0,False,12.0,12.0,False,0.0,0.0,False,1.0,1.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
13,1,DiCE,German_Credit,26.0,63.3,True,1.0,1.0,False,1.0,1.0,False,2.0,2.0,False,625.0,625.0,False,12.0,12.0,False,0.0,0.0,False,1.0,1.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
14,1,DiCE,German_Credit,26.0,50.0,True,1.0,1.0,False,2.0,2.0,False,2.0,2.0,False,8229.0,8229.0,False,36.0,36.0,False,0.0,0.0,False,0.0,0.0,False,1.0,2.2,True,RandomForest,,,,,,,,,,,,,,,,,,,,,
14,1,DiCE,German_Credit,26.0,26.0,False,1.0,1.0,False,2.0,2.0,False,2.0,2.0,False,8229.0,8229.0,False,36.0,54.3,True,0.0,0.0,False,0.0,1.0,True,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
14,1,DiCE,German_Credit,26.0,26.0,False,1.0,1.0,False,2.0,2.0,False,2.0,2.0,False,8229.0,8229.0,False,36.0,50.5,True,0.0,0.0,False,0.0,0.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
14,1,DiCE,German_Credit,26.0,58.7,True,1.0,1.0,False,2.0,2.0,False,2.0,2.0,False,8229.0,8229.0,False,36.0,45.7,True,0.0,0.0,False,0.0,0.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
14,1,DiCE,German_Credit,26.0,26.0,False,1.0,1.0,False,2.0,2.0,False,2.0,2.0,False,8229.0,8229.0,False,36.0,36.0,False,0.0,0.6,True,0.0,0.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
15,1,DiCE,German_Credit,24.0,52.2,True,1.0,1.0,False,2.0,2.0,False,2.0,2.0,False,5848.0,5848.0,False,36.0,36.0,False,0.0,0.0,False,2.0,2.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
15,1,DiCE,German_Credit,24.0,24.0,False,1.0,1.0,False,2.0,2.0,False,2.0,0.8,True,5848.0,5848.0,False,36.0,36.0,False,0.0,2.1,True,2.0,2.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
15,1,DiCE,German_Credit,24.0,24.0,False,1.0,1.0,False,2.0,2.0,False,2.0,2.0,False,5848.0,5848.0,False,36.0,21.2,True,0.0,0.6,True,2.0,2.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
15,1,DiCE,German_Credit,24.0,24.0,False,1.0,1.0,False,2.0,2.0,False,2.0,2.0,False,5848.0,2854.1,True,36.0,36.0,False,0.0,0.0,False,2.0,1.0,True,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
15,1,DiCE,German_Credit,24.0,24.0,False,1.0,1.0,False,2.0,2.0,False,2.0,1.1,True,5848.0,5848.0,False,36.0,17.9,True,0.0,0.0,False,2.0,2.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
16,1,DiCE,German_Credit,24.0,24.0,False,0.0,0.0,False,0.0,1.6,True,1.0,1.0,False,7472.0,7472.0,False,12.0,12.0,False,0.0,0.0,False,1.0,1.9,True,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
16,1,DiCE,German_Credit,24.0,24.0,False,0.0,0.0,False,0.0,0.0,False,1.0,1.0,False,7472.0,7472.0,False,12.0,12.0,False,0.0,2.9,True,1.0,1.1,True,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
16,1,DiCE,German_Credit,24.0,66.2,True,0.0,0.0,False,0.0,0.0,False,1.0,1.0,False,7472.0,7472.0,False,12.0,12.0,False,0.0,0.0,False,1.0,1.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
16,1,DiCE,German_Credit,24.0,39.8,True,0.0,0.0,False,0.0,0.0,False,1.0,1.0,False,7472.0,7472.0,False,12.0,12.0,False,0.0,0.0,False,1.0,1.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
16,1,DiCE,German_Credit,24.0,51.9,True,0.0,0.0,False,0.0,0.0,False,1.0,1.0,False,7472.0,7472.0,False,12.0,12.0,False,0.0,0.0,False,1.0,1.0,False,1.0,2.9,True,RandomForest,,,,,,,,,,,,,,,,,,,,,
17,1,DiCE,German_Credit,23.0,23.0,False,0.0,0.0,False,0.0,0.4,True,1.0,1.0,False,3758.0,3758.0,False,24.0,24.0,False,2.0,2.0,False,1.0,0.1,True,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
17,1,DiCE,German_Credit,23.0,23.0,False,0.0,0.0,False,0.0,0.0,False,1.0,1.9,True,3758.0,3758.0,False,24.0,24.0,False,2.0,2.0,False,1.0,0.5,True,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
17,1,DiCE,German_Credit,23.0,23.0,False,0.0,0.5,True,0.0,1.1,True,1.0,1.0,False,3758.0,3758.0,False,24.0,24.0,False,2.0,2.0,False,1.0,1.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
17,1,DiCE,German_Credit,23.0,72.8,True,0.0,0.0,False,0.0,0.0,False,1.0,1.0,False,3758.0,8574.7,True,24.0,24.0,False,2.0,2.0,False,1.0,1.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
17,1,DiCE,German_Credit,23.0,67.5,True,0.0,0.0,False,0.0,0.0,False,1.0,1.0,False,3758.0,3758.0,False,24.0,24.0,False,2.0,2.7,True,1.0,1.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
18,1,DiCE,German_Credit,21.0,62.6,True,0.0,0.0,False,2.0,2.0,False,1.0,1.0,False,1126.0,1126.0,False,18.0,18.0,False,0.0,0.0,False,0.0,0.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
18,1,DiCE,German_Credit,21.0,21.0,False,0.0,0.0,False,2.0,2.0,False,1.0,1.0,False,1126.0,1596.9,True,18.0,18.0,False,0.0,0.0,False,0.0,0.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
18,1,DiCE,German_Credit,21.0,21.0,False,0.0,0.0,False,2.0,2.0,False,1.0,1.0,False,1126.0,10082.4,True,18.0,18.0,False,0.0,0.0,False,0.0,0.3,True,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
18,1,DiCE,German_Credit,21.0,61.0,True,0.0,0.0,False,2.0,2.0,False,1.0,1.0,False,1126.0,1126.0,False,18.0,18.0,False,0.0,0.0,False,0.0,0.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
18,1,DiCE,German_Credit,21.0,53.2,True,0.0,0.0,False,2.0,2.0,False,1.0,1.0,False,1126.0,1126.0,False,18.0,18.0,False,0.0,0.9,True,0.0,0.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
19,1,DiCE,German_Credit,29.0,29.0,False,1.0,1.0,False,2.0,2.0,False,2.0,2.0,False,6887.0,3861.5,True,36.0,36.0,False,0.0,0.0,False,0.0,0.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
19,1,DiCE,German_Credit,29.0,29.0,False,1.0,1.0,False,2.0,0.3,True,2.0,2.0,False,6887.0,6887.0,False,36.0,36.0,False,0.0,1.0,True,0.0,0.0,False,1.0,1.0,False,RandomForest,,,,,,,,,,,,,,,,,,,,,
